년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2019-01,제주시,애월읍,여관업,2312,272460368,42001707.54,2020-12-15
2019-01,제주시,애월읍,여행사업,4,3150000,42001707.54,2020-12-15
2019-01,제주시,애월읍,육류 소매업,785,74917720,42001707.54,2020-12-15
2019-01,제주시,애월읍,일반유흥 주점업,31,4540000,42001707.54,2020-12-15
2019-01,제주시,애월읍,일식 음식점업,1050,72012720,42001707.54,2020-12-15
2019-01,제주시,애월읍,자동차 임대업,250,10699050,42001707.54,2020-12-15
2019-01,제주시,애월읍,전시 및 행사 대행업,1454,43306320,42001707.54,2020-12-15
2019-01,제주시,애월읍,중식 음식점업,1591,46226000,42001707.54,2020-12-15
2019-01,제주시,애월읍,차량용 가스 충전업,404,49392440,42001707.54,2020-12-15
2019-01,제주시,애월읍,차량용 주유소 운영업,21653,1532314049,42001707.54,2020-12-15
2019-01,제주시,애월읍,체인화 편의점,37666,395111576,42001707.54,2020-12-15
2019-01,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",652,12572000,42001707.54,2020-12-15
2019-01,제주시,애월읍,한식 음식점업,35084,1444843980,42001707.54,2020-12-15
2019-01,제주시,애월읍,호텔업,27,3424000,42001707.54,2020-12-15
2019-01,제주시,애월읍,화장품 및 방향제 소매업,256,10857900,42001707.54,2020-12-15
2019-01,제주시,애월읍,휴양콘도 운영업,56,17061000,42001707.54,2020-12-15
2019-01,제주시,연동,건강보조식품 소매업,336,102392760,55765722.87,2020-12-15
2019-01,제주시,연동,과실 및 채소 소매업,540,67106240,55765722.87,2020-12-15
2019-01,제주시,연동,관광 민예품 및 선물용품 소매업,1526,52577060,55765722.87,2020-12-15
2019-01,제주시,연동,그외 기타 종합 소매업,36,13366000,55765722.87,2020-12-15
2019-01,제주시,연동,기타 갬블링 및 베팅업,22,89400000,55765722.87,2020-12-15
2019-01,제주시,연동,기타 대형 종합 소매업,9284,295006633,55765722.87,2020-12-15
2019-01,제주시,연동,기타 외국식 음식점업,2713,159929955,55765722.87,2020-12-15
2019-01,제주시,연동,기타 주점업,1557,429885000,55765722.87,2020-12-15
2019-01,제주시,연동,기타음식료품위주종합소매업,84,9850800,55765722.87,2020-12-15
2019-01,제주시,연동,마사지업,38,4205000,55765722.87,2020-12-15
2019-01,제주시,연동,면세점,183,106769120,55765722.87,2020-12-15
2019-01,제주시,연동,비알콜 음료점업,10442,115794030,55765722.87,2020-12-15
2019-01,제주시,연동,빵 및 과자류 소매업,12668,222499445,55765722.87,2020-12-15
2019-01,제주시,연동,서양식 음식점업,9263,378358373,55765722.87,2020-12-15
2019-01,제주시,연동,수산물 소매업,312,116818600,55765722.87,2020-12-15
2019-01,제주시,연동,슈퍼마켓,37565,1203968767,55765722.87,2020-12-15
2019-01,제주시,연동,스포츠 및 레크레이션 용품 임대업,3810,587687002,55765722.87,2020-12-15
2019-01,제주시,연동,여관업,5235,610576929,55765722.87,2020-12-15
2019-01,제주시,연동,여행사업,158,75759380,55765722.87,2020-12-15
2019-01,제주시,연동,욕탕업,2551,58866500,55765722.87,2020-12-15
2019-01,제주시,연동,육류 소매업,648,47579740,55765722.87,2020-12-15
2019-01,제주시,연동,일반유흥 주점업,5582,1601714838,55765722.87,2020-12-15
2019-01,제주시,연동,일식 음식점업,4456,353827296,55765722.87,2020-12-15
2019-01,제주시,연동,자동차 임대업,1289,77692740,55765722.87,2020-12-15
2019-01,제주시,연동,전시 및 행사 대행업,682,25747600,55765722.87,2020-12-15
2019-01,제주시,연동,정기 항공 운송업,33451,6182667573,55765722.87,2020-12-15
2019-01,제주시,연동,중식 음식점업,6186,228063034,55765722.87,2020-12-15
2019-01,제주시,연동,차량용 가스 충전업,75,5209940,55765722.87,2020-12-15
2019-01,제주시,연동,차량용 주유소 운영업,10601,589268965,55765722.87,2020-12-15
2019-01,제주시,연동,체인화 편의점,93012,867679570,55765722.87,2020-12-15
2019-01,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088,54139720,55765722.87,2020-12-15
2019-01,제주시,연동,한식 음식점업,83310,4332544017,55765722.87,2020-12-15
2019-01,제주시,연동,호텔업,3718,1456028652,55765722.87,2020-12-15
2019-01,제주시,연동,화장품 및 방향제 소매업,3765,191214120,55765722.87,2020-12-15
2019-01,제주시,오라동,골프장 운영업,1620,311614307,19852115.68,2020-12-15
2019-01,제주시,오라동,과실 및 채소 소매업,309,31993850,19852115.68,2020-12-15
2019-01,제주시,오라동,관광 민예품 및 선물용품 소매업,313,36817800,19852115.68,2020-12-15
2019-01,제주시,오라동,그외 기타 스포츠시설 운영업,1,7000,19852115.68,2020-12-15
2019-01,제주시,오라동,그외 기타 종합 소매업,2971,156812700,19852115.68,2020-12-15
2019-01,제주시,오라동,기타 외국식 음식점업,107,2019000,19852115.68,2020-12-15
2019-01,제주시,오라동,기타 주점업,64,14160000,19852115.68,2020-12-15
2019-01,제주시,오라동,기타음식료품위주종합소매업,49,2292070,19852115.68,2020-12-15
2019-01,제주시,오라동,비알콜 음료점업,2828,51301190,19852115.68,2020-12-15
2019-01,제주시,오라동,빵 및 과자류 소매업,907,28538900,19852115.68,2020-12-15
2019-01,제주시,오라동,서양식 음식점업,1791,31107843,19852115.68,2020-12-15
2019-01,제주시,오라동,수산물 소매업,11,15506848,19852115.68,2020-12-15
2019-01,제주시,오라동,슈퍼마켓,9255,363743666,19852115.68,2020-12-15
2019-01,제주시,오라동,스포츠 및 레크레이션 용품 임대업,381,107046330,19852115.68,2020-12-15
2019-01,제주시,오라동,여관업,260,43478000,19852115.68,2020-12-15
2019-01,제주시,오라동,여행사업,24,18867590,19852115.68,2020-12-15
2019-01,제주시,오라동,욕탕업,47,444500,19852115.68,2020-12-15
2019-01,제주시,오라동,육류 소매업,642,70310867,19852115.68,2020-12-15
2019-01,제주시,오라동,일반유흥 주점업,30,8040000,19852115.68,2020-12-15
2019-01,제주시,오라동,일식 음식점업,113,22841100,19852115.68,2020-12-15
2019-01,제주시,오라동,자동차 임대업,566,28023880,19852115.68,2020-12-15
2019-01,제주시,오라동,중식 음식점업,408,11947000,19852115.68,2020-12-15
2019-01,제주시,오라동,차량용 가스 충전업,375,26890710,19852115.68,2020-12-15
2019-01,제주시,오라동,차량용 주유소 운영업,12015,635191823,19852115.68,2020-12-15
2019-01,제주시,오라동,체인화 편의점,11304,104921120,19852115.68,2020-12-15
2019-01,제주시,오라동,한식 음식점업,18906,739916898,19852115.68,2020-12-15
2019-01,제주시,오라동,화장품 및 방향제 소매업,24,8664200,19852115.68,2020-12-15
2019-01,제주시,외도동,건강보조식품 소매업,19,4976550,10948927.93,2020-12-15
2019-01,제주시,외도동,과실 및 채소 소매업,83,30731460,10948927.93,2020-12-15
2019-01,제주시,외도동,그외 기타 종합 소매업,8,3675000,10948927.93,2020-12-15
2019-01,제주시,외도동,기타 외국식 음식점업,1169,32442200,10948927.93,2020-12-15
2019-01,제주시,외도동,기타 주점업,67,12140000,10948927.93,2020-12-15
2019-01,제주시,외도동,기타음식료품위주종합소매업,224,13216736,10948927.93,2020-12-15
2019-01,제주시,외도동,비알콜 음료점업,512,7867350,10948927.93,2020-12-15
2019-01,제주시,외도동,빵 및 과자류 소매업,3983,61091590,10948927.93,2020-12-15
2019-01,제주시,외도동,서양식 음식점업,2516,61653660,10948927.93,2020-12-15
2019-01,제주시,외도동,수산물 소매업,164,12735600,10948927.93,2020-12-15
2019-01,제주시,외도동,슈퍼마켓,18100,499811510,10948927.93,2020-12-15
2019-01,제주시,외도동,스포츠 및 레크레이션 용품 임대업,62,2398920,10948927.93,2020-12-15
2019-01,제주시,외도동,여관업,1086,39813254,10948927.93,2020-12-15
2019-01,제주시,외도동,여행사업,10,1612800,10948927.93,2020-12-15
2019-01,제주시,외도동,욕탕업,2,110000,10948927.93,2020-12-15
2019-01,제주시,외도동,육류 소매업,427,106962920,10948927.93,2020-12-15
2019-01,제주시,외도동,일반유흥 주점업,30,6730000,10948927.93,2020-12-15
2019-01,제주시,외도동,일식 음식점업,549,42977000,10948927.93,2020-12-15
2019-01,제주시,외도동,자동차 임대업,737,58135930,10948927.93,2020-12-15
2019-01,제주시,외도동,전시 및 행사 대행업,13,3313400,10948927.93,2020-12-15
2019-01,제주시,외도동,중식 음식점업,1493,38887500,10948927.93,2020-12-15
2019-01,제주시,외도동,차량용 가스 충전업,2244,104201007,10948927.93,2020-12-15
2019-01,제주시,외도동,차량용 주유소 운영업,4513,319918188,10948927.93,2020-12-15
2019-01,제주시,외도동,체인화 편의점,17502,190538300,10948927.93,2020-12-15
2019-01,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3437,49687830,10948927.93,2020-12-15
2019-01,제주시,외도동,한식 음식점업,16899,674068108,10948927.93,2020-12-15
2019-01,제주시,외도동,호텔업,237,67439519,10948927.93,2020-12-15
2019-01,제주시,외도동,화장품 및 방향제 소매업,455,24130930,10948927.93,2020-12-15
2019-01,제주시,용담1동,과실 및 채소 소매업,643,61130750,7972554.964,2020-12-15
2019-01,제주시,용담1동,관광 민예품 및 선물용품 소매업,3,2194000,7972554.964,2020-12-15
2019-01,제주시,용담1동,그외 기타 종합 소매업,3,2100000,7972554.964,2020-12-15
2019-01,제주시,용담1동,기타 수상오락 서비스업,9,1286000,7972554.964,2020-12-15
2019-01,제주시,용담1동,기타 외국식 음식점업,21,1366000,7972554.964,2020-12-15
2019-01,제주시,용담1동,기타 주점업,301,49234000,7972554.964,2020-12-15
2019-01,제주시,용담1동,기타음식료품위주종합소매업,24,594800,7972554.964,2020-12-15
2019-01,제주시,용담1동,비알콜 음료점업,9,1301500,7972554.964,2020-12-15
2019-01,제주시,용담1동,빵 및 과자류 소매업,503,14696700,7972554.964,2020-12-15
2019-01,제주시,용담1동,서양식 음식점업,334,7517500,7972554.964,2020-12-15
2019-01,제주시,용담1동,수산물 소매업,130,23244000,7972554.964,2020-12-15
2019-01,제주시,용담1동,슈퍼마켓,1891,24789531,7972554.964,2020-12-15
2019-01,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,73,7239000,7972554.964,2020-12-15
2019-01,제주시,용담1동,여관업,102,18397900,7972554.964,2020-12-15
2019-01,제주시,용담1동,여행사업,12,29443800,7972554.964,2020-12-15
2019-01,제주시,용담1동,욕탕업,37,538000,7972554.964,2020-12-15
2019-01,제주시,용담1동,육류 소매업,1893,165814494,7972554.964,2020-12-15
2019-01,제주시,용담1동,일반유흥 주점업,85,31880000,7972554.964,2020-12-15
2019-01,제주시,용담1동,일식 음식점업,266,40920000,7972554.964,2020-12-15
2019-01,제주시,용담1동,자동차 임대업,709,14560495,7972554.964,2020-12-15
2019-01,제주시,용담1동,중식 음식점업,472,13082000,7972554.964,2020-12-15
2019-01,제주시,용담1동,차량용 가스 충전업,1116,34154181,7972554.964,2020-12-15
2019-01,제주시,용담1동,차량용 주유소 운영업,2580,130971526,7972554.964,2020-12-15
2019-01,제주시,용담1동,체인화 편의점,6114,55663060,7972554.964,2020-12-15
2019-01,제주시,용담1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",46,1199000,7972554.964,2020-12-15
2019-01,제주시,용담1동,한식 음식점업,5562,317451868,7972554.964,2020-12-15
2019-01,제주시,용담1동,호텔업,47,16064000,7972554.964,2020-12-15
2019-01,제주시,용담1동,화장품 및 방향제 소매업,19,1700000,7972554.964,2020-12-15
2019-01,제주시,용담2동,건강보조식품 소매업,9,771900,18933771.92,2020-12-15
2019-01,제주시,용담2동,과실 및 채소 소매업,1938,117339120,18933771.92,2020-12-15
2019-01,제주시,용담2동,관광 민예품 및 선물용품 소매업,9179,305782350,18933771.92,2020-12-15
2019-01,제주시,용담2동,기타 외국식 음식점업,90,4037500,18933771.92,2020-12-15
2019-01,제주시,용담2동,면세점,84769,8719451421,18933771.92,2020-12-15
2019-01,제주시,용담2동,비알콜 음료점업,18515,175833970,18933771.92,2020-12-15
2019-01,제주시,용담2동,빵 및 과자류 소매업,3815,55170640,18933771.92,2020-12-15
2019-01,제주시,용담2동,서양식 음식점업,3411,93338890,18933771.92,2020-12-15
2019-01,제주시,용담2동,수산물 소매업,1227,163493170,18933771.92,2020-12-15
2019-01,제주시,용담2동,슈퍼마켓,13099,284368120,18933771.92,2020-12-15
2019-01,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,87,5163500,18933771.92,2020-12-15
2019-01,제주시,용담2동,여관업,337,57573281,18933771.92,2020-12-15
2019-01,제주시,용담2동,여행사업,508,109017360,18933771.92,2020-12-15
2019-01,제주시,용담2동,욕탕업,1760,28470050,18933771.92,2020-12-15
2019-01,제주시,용담2동,육류 소매업,808,71804480,18933771.92,2020-12-15
2019-01,제주시,용담2동,일식 음식점업,2383,138498040,18933771.92,2020-12-15
2019-01,제주시,용담2동,자동차 임대업,8474,645977285,18933771.92,2020-12-15
2019-01,제주시,용담2동,중식 음식점업,923,31531500,18933771.92,2020-12-15
2019-01,제주시,용담2동,차량용 주유소 운영업,14053,762995555,18933771.92,2020-12-15
2019-01,제주시,용담2동,체인화 편의점,47552,335115280,18933771.92,2020-12-15
2019-01,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",14023,142116189,18933771.92,2020-12-15
2019-01,제주시,용담2동,한식 음식점업,35281,1260914460,18933771.92,2020-12-15
2019-01,제주시,용담2동,화장품 및 방향제 소매업,502,198108388,18933771.92,2020-12-15
2019-01,제주시,우도면,과실 및 채소 소매업,543,11044200,1895408.922,2020-12-15
2019-01,제주시,우도면,그외 기타 분류안된 오락관련 서비스업,2,230000,1895408.922,2020-12-15
2019-01,제주시,우도면,기타 주점업,61,8306000,1895408.922,2020-12-15
2019-01,제주시,우도면,기타음식료품위주종합소매업,636,15038650,1895408.922,2020-12-15
2019-01,제주시,우도면,내항 여객 운송업,7163,197750300,1895408.922,2020-12-15
2019-01,제주시,우도면,비알콜 음료점업,818,17477150,1895408.922,2020-12-15
2019-01,제주시,우도면,빵 및 과자류 소매업,476,7714100,1895408.922,2020-12-15
2019-01,제주시,우도면,서양식 음식점업,1733,29410450,1895408.922,2020-12-15
2019-01,제주시,우도면,수산물 소매업,7,557000,1895408.922,2020-12-15
2019-01,제주시,우도면,슈퍼마켓,765,18962760,1895408.922,2020-12-15
2019-01,제주시,우도면,스포츠 및 레크레이션 용품 임대업,287,13886200,1895408.922,2020-12-15
2019-01,제주시,우도면,여관업,94,3697600,1895408.922,2020-12-15
2019-01,제주시,우도면,여행사업,1170,24084000,1895408.922,2020-12-15
2019-01,제주시,우도면,육류 소매업,22,2240100,1895408.922,2020-12-15
2019-01,제주시,우도면,일식 음식점업,27,2204000,1895408.922,2020-12-15
2019-01,제주시,우도면,자동차 임대업,179,7010000,1895408.922,2020-12-15
2019-01,제주시,우도면,중식 음식점업,161,5209000,1895408.922,2020-12-15
2019-01,제주시,우도면,차량용 가스 충전업,44,5187000,1895408.922,2020-12-15
2019-01,제주시,우도면,차량용 주유소 운영업,254,22837226,1895408.922,2020-12-15
2019-01,제주시,우도면,체인화 편의점,1364,10772130,1895408.922,2020-12-15
2019-01,제주시,우도면,"피자, 햄버거, 샌드위치 및 유사 음식점업",507,5952400,1895408.922,2020-12-15
2019-01,제주시,우도면,한식 음식점업,4285,158706650,1895408.922,2020-12-15
2019-01,제주시,우도면,화장품 및 방향제 소매업,1,20000,1895408.922,2020-12-15
2019-01,제주시,이도1동,건강보조식품 소매업,144,31292900,11573548.69,2020-12-15
2019-01,제주시,이도1동,과실 및 채소 소매업,3618,284171496,11573548.69,2020-12-15
2019-01,제주시,이도1동,관광 민예품 및 선물용품 소매업,89,2952390,11573548.69,2020-12-15
2019-01,제주시,이도1동,그외 기타 종합 소매업,722,623326000,11573548.69,2020-12-15
2019-01,제주시,이도1동,기타 수상오락 서비스업,12,323000,11573548.69,2020-12-15
2019-01,제주시,이도1동,기타 외국식 음식점업,301,6853200,11573548.69,2020-12-15
2019-01,제주시,이도1동,기타 주점업,254,57225000,11573548.69,2020-12-15
2019-01,제주시,이도1동,기타음식료품위주종합소매업,20,395800,11573548.69,2020-12-15
2019-01,제주시,이도1동,비알콜 음료점업,1706,19001000,11573548.69,2020-12-15
2019-01,제주시,이도1동,빵 및 과자류 소매업,2474,45566180,11573548.69,2020-12-15
2019-01,제주시,이도1동,서양식 음식점업,1037,27410800,11573548.69,2020-12-15
2019-01,제주시,이도1동,수산물 소매업,5173,399273933,11573548.69,2020-12-15
2019-01,제주시,이도1동,슈퍼마켓,8312,208855456,11573548.69,2020-12-15
2019-01,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,331,46915300,11573548.69,2020-12-15
2019-01,제주시,이도1동,여관업,394,28045722,11573548.69,2020-12-15
2019-01,제주시,이도1동,여행사업,1,10000,11573548.69,2020-12-15
2019-01,제주시,이도1동,욕탕업,37,2533700,11573548.69,2020-12-15
2019-01,제주시,이도1동,육류 소매업,1181,46591100,11573548.69,2020-12-15
2019-01,제주시,이도1동,일반유흥 주점업,564,210588000,11573548.69,2020-12-15
2019-01,제주시,이도1동,일식 음식점업,810,33178000,11573548.69,2020-12-15
2019-01,제주시,이도1동,전시 및 행사 대행업,11,792900,11573548.69,2020-12-15
2019-01,제주시,이도1동,중식 음식점업,1235,55894500,11573548.69,2020-12-15
2019-01,제주시,이도1동,차량용 주유소 운영업,851,38952205,11573548.69,2020-12-15
2019-01,제주시,이도1동,체인화 편의점,10810,88559640,11573548.69,2020-12-15
2019-01,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",368,5661586,11573548.69,2020-12-15
2019-01,제주시,이도1동,한식 음식점업,10494,386268662,11573548.69,2020-12-15
2019-01,제주시,이도1동,호텔업,1036,341116230,11573548.69,2020-12-15
2019-01,제주시,이도1동,화장품 및 방향제 소매업,486,22634430,11573548.69,2020-12-15
2019-01,제주시,이도2동,건강보조식품 소매업,89,16602920,60952085.29,2020-12-15
2019-01,제주시,이도2동,과실 및 채소 소매업,3424,364347060,60952085.29,2020-12-15
2019-01,제주시,이도2동,관광 민예품 및 선물용품 소매업,94,14337300,60952085.29,2020-12-15
2019-01,제주시,이도2동,그외 기타 스포츠시설 운영업,10,1493000,60952085.29,2020-12-15
2019-01,제주시,이도2동,그외 기타 종합 소매업,31,19080000,60952085.29,2020-12-15
2019-01,제주시,이도2동,기타 외국식 음식점업,2077,81185514,60952085.29,2020-12-15
2019-01,제주시,이도2동,기타 주점업,917,189528000,60952085.29,2020-12-15
2019-01,제주시,이도2동,기타음식료품위주종합소매업,7,133000,60952085.29,2020-12-15
2019-01,제주시,이도2동,마사지업,19,1850000,60952085.29,2020-12-15
2019-01,제주시,이도2동,비알콜 음료점업,15905,188269619,60952085.29,2020-12-15
2019-01,제주시,이도2동,빵 및 과자류 소매업,13739,216031837,60952085.29,2020-12-15
2019-01,제주시,이도2동,서양식 음식점업,9900,264769500,60952085.29,2020-12-15
2019-01,제주시,이도2동,수산물 소매업,679,87173722,60952085.29,2020-12-15
2019-01,제주시,이도2동,슈퍼마켓,61521,3592018915,60952085.29,2020-12-15
2019-01,제주시,이도2동,스포츠 및 레크레이션 용품 임대업,1351,174309352,60952085.29,2020-12-15
2019-01,제주시,이도2동,여관업,1290,196804356,60952085.29,2020-12-15
2019-01,제주시,이도2동,여행사업,147,45948230,60952085.29,2020-12-15
2019-01,제주시,이도2동,욕탕업,1020,12636500,60952085.29,2020-12-15
2019-01,제주시,이도2동,육류 소매업,2716,177669307,60952085.29,2020-12-15
2019-01,제주시,이도2동,일반유흥 주점업,1964,230991850,60952085.29,2020-12-15
2019-01,제주시,이도2동,일식 음식점업,5388,272346980,60952085.29,2020-12-15
2019-01,제주시,이도2동,자동차 임대업,498,21172350,60952085.29,2020-12-15
2019-01,제주시,이도2동,전시 및 행사 대행업,986,33495420,60952085.29,2020-12-15
2019-01,제주시,이도2동,중식 음식점업,3499,104946000,60952085.29,2020-12-15
2019-01,제주시,이도2동,차량용 가스 충전업,356,38550210,60952085.29,2020-12-15
2019-01,제주시,이도2동,차량용 주유소 운영업,13951,788660054,60952085.29,2020-12-15
2019-01,제주시,이도2동,체인화 편의점,70959,625773070,60952085.29,2020-12-15
2019-01,제주시,이도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",15540,217883700,60952085.29,2020-12-15
2019-01,제주시,이도2동,한식 음식점업,87406,3729032383,60952085.29,2020-12-15
2019-01,제주시,이도2동,화장품 및 방향제 소매업,2975,168469879,60952085.29,2020-12-15
2019-01,제주시,이호동,건강보조식품 소매업,317,353485750,4780046.718,2020-12-15
2019-01,제주시,이호동,과실 및 채소 소매업,23,24964000,4780046.718,2020-12-15
2019-01,제주시,이호동,관광 민예품 및 선물용품 소매업,154,3177000,4780046.718,2020-12-15
2019-01,제주시,이호동,그외 기타 종합 소매업,1,1000000,4780046.718,2020-12-15
2019-01,제주시,이호동,기타 외국식 음식점업,195,2436000,4780046.718,2020-12-15
2019-01,제주시,이호동,기타음식료품위주종합소매업,1,127000,4780046.718,2020-12-15
2019-01,제주시,이호동,비알콜 음료점업,584,5967220,4780046.718,2020-12-15
2019-01,제주시,이호동,빵 및 과자류 소매업,384,4077740,4780046.718,2020-12-15
2019-01,제주시,이호동,서양식 음식점업,579,7625740,4780046.718,2020-12-15
2019-01,제주시,이호동,수산물 소매업,82,29682000,4780046.718,2020-12-15
2019-01,제주시,이호동,슈퍼마켓,1295,21728820,4780046.718,2020-12-15
2019-01,제주시,이호동,스포츠 및 레크레이션 용품 임대업,84,2700000,4780046.718,2020-12-15
2019-01,제주시,이호동,여관업,124,65584000,4780046.718,2020-12-15
2019-01,제주시,이호동,여행사업,6,5160000,4780046.718,2020-12-15
2019-01,제주시,이호동,욕탕업,382,50427000,4780046.718,2020-12-15
2019-01,제주시,이호동,육류 소매업,43,4158754,4780046.718,2020-12-15
2019-01,제주시,이호동,일식 음식점업,40,1771000,4780046.718,2020-12-15
2019-01,제주시,이호동,자동차 임대업,1617,101342310,4780046.718,2020-12-15
2019-01,제주시,이호동,전시 및 행사 대행업,8,212000,4780046.718,2020-12-15
2019-01,제주시,이호동,중식 음식점업,443,12990000,4780046.718,2020-12-15
2019-01,제주시,이호동,차량용 가스 충전업,123,13200318,4780046.718,2020-12-15
2019-01,제주시,이호동,차량용 주유소 운영업,3109,211190184,4780046.718,2020-12-15
2019-01,제주시,이호동,체인화 편의점,6990,62725690,4780046.718,2020-12-15
2019-01,제주시,이호동,한식 음식점업,2233,172474828,4780046.718,2020-12-15
2019-01,제주시,이호동,화장품 및 방향제 소매업,4,1256800,4780046.718,2020-12-15
2019-01,제주시,일도1동,건강보조식품 소매업,22,1124000,3215822.236,2020-12-15
2019-01,제주시,일도1동,과실 및 채소 소매업,3466,180974133,3215822.236,2020-12-15
2019-01,제주시,일도1동,관광 민예품 및 선물용품 소매업,151,7143000,3215822.236,2020-12-15
2019-01,제주시,일도1동,그외 기타 스포츠시설 운영업,812,18577000,3215822.236,2020-12-15
2019-01,제주시,일도1동,그외 기타 종합 소매업,2,1200000,3215822.236,2020-12-15
2019-01,제주시,일도1동,기타 외국식 음식점업,316,8524000,3215822.236,2020-12-15
2019-01,제주시,일도1동,기타 주점업,140,23047000,3215822.236,2020-12-15
2019-01,제주시,일도1동,기타음식료품위주종합소매업,2,1850900,3215822.236,2020-12-15
2019-01,제주시,일도1동,비알콜 음료점업,1928,19113480,3215822.236,2020-12-15
2019-01,제주시,일도1동,빵 및 과자류 소매업,1989,42290000,3215822.236,2020-12-15
2019-01,제주시,일도1동,서양식 음식점업,1282,35154000,3215822.236,2020-12-15
2019-01,제주시,일도1동,수산물 소매업,9614,651972570,3215822.236,2020-12-15
2019-01,제주시,일도1동,슈퍼마켓,649,9620130,3215822.236,2020-12-15
2019-01,제주시,일도1동,스포츠 및 레크레이션 용품 임대업,7052,1047671790,3215822.236,2020-12-15
2019-01,제주시,일도1동,여관업,340,19829600,3215822.236,2020-12-15
2019-01,제주시,일도1동,여행사업,262,6955150,3215822.236,2020-12-15
2019-01,제주시,일도1동,욕탕업,58,1964700,3215822.236,2020-12-15
2019-01,제주시,일도1동,육류 소매업,1257,72218100,3215822.236,2020-12-15
2019-01,제주시,일도1동,일반유흥 주점업,57,8783000,3215822.236,2020-12-15
2019-01,제주시,일도1동,일식 음식점업,1373,53941250,3215822.236,2020-12-15
2019-01,제주시,일도1동,전시 및 행사 대행업,20,849900,3215822.236,2020-12-15
2019-01,제주시,일도1동,중식 음식점업,571,17401000,3215822.236,2020-12-15
2019-01,제주시,일도1동,체인화 편의점,8390,87252660,3215822.236,2020-12-15
2019-01,제주시,일도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",1633,15449400,3215822.236,2020-12-15
2019-01,제주시,일도1동,한식 음식점업,11009,381978637,3215822.236,2020-12-15
2019-01,제주시,일도1동,호텔업,31,2701000,3215822.236,2020-12-15
2019-01,제주시,일도1동,화장품 및 방향제 소매업,1517,45896000,3215822.236,2020-12-15
2019-01,제주시,일도2동,건강보조식품 소매업,36,1204000,29792408.7,2020-12-15
2019-01,제주시,일도2동,과실 및 채소 소매업,1330,195776800,29792408.7,2020-12-15
2019-01,제주시,일도2동,관광 민예품 및 선물용품 소매업,8,364000,29792408.7,2020-12-15
2019-01,제주시,일도2동,그외 기타 스포츠시설 운영업,2,105000,29792408.7,2020-12-15
2019-01,제주시,일도2동,그외 기타 종합 소매업,25531,2078042220,29792408.7,2020-12-15
2019-01,제주시,일도2동,기타 대형 종합 소매업,3640,139461890,29792408.7,2020-12-15
2019-01,제주시,일도2동,기타 외국식 음식점업,1314,52320900,29792408.7,2020-12-15
2019-01,제주시,일도2동,기타 주점업,1211,235638770,29792408.7,2020-12-15
2019-01,제주시,일도2동,기타음식료품위주종합소매업,2,67000,29792408.7,2020-12-15
2019-01,제주시,일도2동,마사지업,5,570000,29792408.7,2020-12-15
2019-01,제주시,일도2동,비알콜 음료점업,1742,22235030,29792408.7,2020-12-15
2019-01,제주시,일도2동,빵 및 과자류 소매업,8586,131865252,29792408.7,2020-12-15
2019-01,제주시,일도2동,서양식 음식점업,1919,38814830,29792408.7,2020-12-15
2019-01,제주시,일도2동,수산물 소매업,367,45299000,29792408.7,2020-12-15
2019-01,제주시,일도2동,슈퍼마켓,21310,441940788,29792408.7,2020-12-15
2019-01,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,701,46161700,29792408.7,2020-12-15
2019-01,제주시,일도2동,여관업,256,28331000,29792408.7,2020-12-15
2019-01,제주시,일도2동,여행사업,25,23729590,29792408.7,2020-12-15
2019-01,제주시,일도2동,욕탕업,106,1229000,29792408.7,2020-12-15
2019-01,제주시,일도2동,육류 소매업,1145,84481330,29792408.7,2020-12-15
2019-01,제주시,일도2동,일반유흥 주점업,1083,197755989,29792408.7,2020-12-15
2019-01,제주시,일도2동,일식 음식점업,1643,124061300,29792408.7,2020-12-15
2019-01,제주시,일도2동,전시 및 행사 대행업,253,1797000,29792408.7,2020-12-15
2019-01,제주시,일도2동,중식 음식점업,949,27811081,29792408.7,2020-12-15
2019-01,제주시,일도2동,차량용 주유소 운영업,5592,250072779,29792408.7,2020-12-15
2019-01,제주시,일도2동,체인화 편의점,27450,241007710,29792408.7,2020-12-15
2019-01,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7892,88079580,29792408.7,2020-12-15
2019-01,제주시,일도2동,한식 음식점업,32097,1349267959,29792408.7,2020-12-15
2019-01,제주시,일도2동,화장품 및 방향제 소매업,747,40436575,29792408.7,2020-12-15
2019-01,제주시,조천읍,건강보조식품 소매업,14,9208900,22771655.68,2020-12-15
2019-01,제주시,조천읍,골프장 운영업,1467,217664000,22771655.68,2020-12-15
